RouteStart,RouteEnd,llm_generated
GUARULHOS (JARDIM PARAISO),SAO PAULO (METRO PENHA),to em guarulhos (jardim paraiso) e quero saber como ir para sao paulo.
GUARULHOS (JARDIM PARAISO),SAO PAULO (METRO PENHA),to em guarulhos (jardim paraiso) e quero saber como ir de la pra sao paulo.
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco pra ir do terminal rodoviario nicolau delnico para diadema?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco pra ir do terminal rodoviario nicolau delnico pra diadema?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu chego do terminal rodoviario nicolau delnico em diadema?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco pra ir do terminal rodoviario nicolau delc ate o terminal metropolitano diadema?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu vou do terminal rodoviario nicolau delnico para o terminal metropolitano diadema?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco pra ir do terminal rodoviario nicolau delnico para diadema?
DIADEMA (JARDIM PADRE ANCHIETA),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu faco pra ir do jardim padre anchieta pro terminal paco em sao bernardo?
DIADEMA (JARDIM PADRE ANCHIETA),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),"como eu vou do jardim padre anchieta para o terminal paco, sao bernardo?"
DIADEMA (JARDIM PADRE ANCHIETA),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),"como eu vou do jardim padre anchieta para o terminal paco, sao bernardo?"
COTIA (CAUCAIA DO ALTO),COTIA (PORTAO),como eu faco para ir de cotia (caucaia do alto) para portao?
COTIA (CAUCAIA DO ALTO),COTIA (PORTAO),como eu chego do cotia (caucaia do alto) em cotia (portao)?
COTIA (CAUCAIA DO ALTO),COTIA (PORTAO),como eu vou do cotia para o portao?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (METRO TATUAPE),como eu vou do aeroporto internacional de guarulhos ate o metro tatuape?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (METRO TATUAPE),como eu chego do aeroporto internacional de guarulhos ate o metro tatuape?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (METRO TATUAPE),como eu vou do aeroporto internacional de guarulhos ate o metro tatuape?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (AEROPORTO DE CONGONHAS),como eu faco pra ir do guarulhos (aeroporto internacional de sao paulo) pra sao paulo?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (AEROPORTO DE CONGONHAS),como eu vou do aeroporto internacional de guarulhos para sao paulo?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (AEROPORTO DE CONGONHAS),como eu faco pra ir do guarulhos (aeroporto internacional de sao paulo) para sao paulo?
BARUERI (ALPHAVILLE),COTIA (KM 30 RODOVIA RAPOSO TAVARES),"como eu vou do barueri (alphaville) para a cotia, no rodo via raposo tavares?"
BARUERI (ALPHAVILLE),COTIA (KM 30 RODOVIA RAPOSO TAVARES),como eu chego de barueri (alphaville) para a cotia (km 30 rodovia raposo tavares)?
BARUERI (ALPHAVILLE),COTIA (KM 30 RODOVIA RAPOSO TAVARES),"como eu vou do barueri (alphaville) para a cotia, no rodo via raposo tavares?"
BARUERI (ALPHAVILLE),COTIA (KM 30 RODOVIA RAPOSO TAVARES),como eu vou do barueri (alphaville) para a cotia?
BARUERI (ALPHAVILLE),COTIA (KM 30 RODOVIA RAPOSO TAVARES),como eu vou do barueri (alphaville) para a cotia?
BARUERI (ALPHAVILLE),COTIA (KM 30 RODOVIA RAPOSO TAVARES),"como eu vou do barueri (alphaville) para a cotia, no rodovia raposo tavares?"
SANTANA DE PARNAIBA (VARZEA DE SOUZA),SAO PAULO (LAPA),to em santana de parnaiba e preciso ir para sao paulo. como eu faco?
SANTANA DE PARNAIBA (VARZEA DE SOUZA),SAO PAULO (LAPA),to em santana de parnaiba e quero saber como ir de aqui para sao paulo.
SANTANA DE PARNAIBA (VARZEA DE SOUZA),SAO PAULO (LAPA),to em santana de parnaiba e quero saber como ir de la para sao paulo.
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),SAO PAULO (ARTUR ALVIM),to no terminal metropolitano santa andre e quero saber como chegar em sao paulo.
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),SAO PAULO (ARTUR ALVIM),como eu chego do terminal metropolitano santa andre do leste a sao paulo?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),SAO PAULO (ARTUR ALVIM),to no terminal metro santo andre leste e quero saber como chegar em sao paulo.
CARAPICUIBA (JARDIM NOVO HORIZONTE),OSASCO (VILA YARA),como eu chego da carapicuiba no vila yara?
CARAPICUIBA (JARDIM NOVO HORIZONTE),OSASCO (VILA YARA),to em carapicuiba e quero saber como ir da minha casa ate a vila yara.
CARAPICUIBA (JARDIM NOVO HORIZONTE),OSASCO (VILA YARA),to em carapicuiba e quero saber como chegar em vila yara.
SANTANA DE PARNAIBA (PARQUE SANTANA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu chego do parque santana a residencial burle marx?
SANTANA DE PARNAIBA (PARQUE SANTANA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu chego do parque santana para a residencial burle marx?
SANTANA DE PARNAIBA (PARQUE SANTANA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do parque santana para a residencia burle marx?
BARUERI (JARDIM CALIFORNIA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu saio do barueri (jardim california) e chego na santana de paranaiba?
BARUERI (JARDIM CALIFORNIA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),to em barueri (jardim california) e quero saber como ir pra santana de parnaiba.
BARUERI (JARDIM CALIFORNIA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu chego do barueri (jardim california) para a santana de parnaiba?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE,LESTE) - SP (CONJUNTO HABITACIONAL TEOTONIO VILELA),como eu vou do terminal metro santo andre para o conjunto habitacional teotonio vilela?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE,LESTE) - SP (CONJUNTO HABITACIONAL TEOTONIO VILELA),como eu vou do terminal metropolitano santo andre para o conjunto habitacional teotonio vilela?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE,LESTE) - SP (CONJUNTO HABITACIONAL TEOTONIO VILELA),como eu vou do terminal metropolitano santo andre para o conjunto habitacional teotonio vilela?
GUARULHOS (INOCOOP),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir de aqui para sao paulo.
GUARULHOS (INOCOOP),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir de aqui para sao paulo.
GUARULHOS (INOCOOP),SAO PAULO (METRO ARMENIA),to em guarulhos e preciso saber como ir de aqui para sao paulo.
GUARULHOS (INOCOOP),SAO PAULO (METRO ARMENIA),to em guarulhos e queria saber como ir de aqui para sao paulo.
GUARULHOS (INOCOOP),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir de aqui para sao paulo.
GUARULHOS (INOCOOP),SAO PAULO (METRO ARMENIA),to em guarulhos e preciso saber como ir de aqui para sao paulo.
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (METRO CORINTHIANS-ITAQUERA),como eu vou do terminal rodoviario pedro fava pra sao paulo e pegar o metro corinthians-itaquera?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (METRO CORINTHIANS-ITAQUERA),como eu chego do terminal rodoviario pedro fava para o metrocoracao corinthians-itaquera?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (METRO CORINTHIANS-ITAQUERA),como eu chego do terminal rodoviario pedro fava para o metrocoracao corinthians-itaquera?
EMBU DAS ARTES (TERMINAL CASA BRANCA),SAO PAULO (METRO VILA SONIA),to aqui no terminal casa branca em embuas artes e quero saber como pegar o metro vila sonia.
EMBU DAS ARTES (TERMINAL CASA BRANCA),SAO PAULO (METRO VILA SONIA),como eu vou do terminal casa branca para o metro vila sonia?
EMBU DAS ARTES (TERMINAL CASA BRANCA),SAO PAULO (METRO VILA SONIA),to no terminal casa branca e quero saber como pegar o metro vila sonia do terminal.
SUZANO (CENTRO),ARUJA (PARQUE RODRIGO BARRETO),to aqui no suzano e quero saber como ir para a aruja.
SUZANO (CENTRO),ARUJA (PARQUE RODRIGO BARRETO),to em suzano e quero saber como ir do centro para a aruja.
SUZANO (CENTRO),ARUJA (PARQUE RODRIGO BARRETO),to aqui no suzano e quero saber como ir para a aruja.
SANTA ISABEL (MONTE SERRAT),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu vou da santa isabel (monte serrat) para mogi das cruzes?
SANTA ISABEL (MONTE SERRAT),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu vou da santa isabel (monte serrat) para mogi das cruzes?
SANTA ISABEL (MONTE SERRAT),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu vou da santa isabel (monte serrat) para mogi das cruzes?
OSASCO (CENTRO),GUARULHOS (TERMINAL URBANO GUARULHOS),como eu faco pra ir do centro de osasco para o terminal urbano guarulhos?
OSASCO (CENTRO),GUARULHOS (TERMINAL URBANO GUARULHOS),to em osasco e quero saber como ir pro guarulhos.
OSASCO (CENTRO),GUARULHOS (TERMINAL URBANO GUARULHOS),to em osasco e quero ir para o terminal urbano guarulhos.
DIADEMA (TERMINAL METROPOLITANO DE DIADEMA),SAO PAULO (METRO SAO JUDAS),como eu vou do terminal metropolitano de diadema ate o metro sao judas?
DIADEMA (TERMINAL METROPOLITANO DE DIADEMA),SAO PAULO (METRO SAO JUDAS),como eu vou do terminal metropolitano de diadema pra sao paulo?
DIADEMA (TERMINAL METROPOLITANO DE DIADEMA),SAO PAULO (METRO SAO JUDAS),como eu vou do terminal metropolitano de diadema para o metro sao judas?
OSASCO (CENTRO),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu vou do osasco (centro) para o saogonardo do terminal paco?
OSASCO (CENTRO),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu vou do osasco (centro) para o terminal paco (sao bernardo)?
OSASCO (CENTRO),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu chego do osasco (centro) ao saao bernardo do campo?
SAO PAULO (CIDADE UNIVERSITARIA),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu vou do sao paulo (cidade universitaria) para o sao bernardo do campo?
SAO PAULO (CIDADE UNIVERSITARIA),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu vou do sao paulo (cidade universitaria) para o sao bernardo do campo?
SAO PAULO (CIDADE UNIVERSITARIA),SAO BERNARDO DO CAMPO (TERMINAL PACO - SAO BERNARDO),como eu vou do sao paulo (cidade universitaria) para o sao bernardo do campo?
MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA),SAO PAULO (PEDRA BRANCA),"como eu vou do terminal rodoviario saiam aiacyda para sao paulo, paulo?"
MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA),SAO PAULO (PEDRA BRANCA),"como eu vou do terminal rodoviario siguemi aiacyda para sao paulo, a pedra branca?"
MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA),SAO PAULO (PEDRA BRANCA),"como eu vou do terminal rodoviario siguemi aiacyda para sao paulo, a pedra branca?"
CARAPICUIBA (CIDADE ARISTON),OSASCO (VILA YARA),to em carapicuiba e queria saber como ir para a vila yara.
CARAPICUIBA (CIDADE ARISTON),OSASCO (VILA YARA),"to em carapicuiba e quero saber como ir para osasco, na vila yara."
CARAPICUIBA (CIDADE ARISTON),OSASCO (VILA YARA),"como eu vou de carapicuiba para osasco, vila yara?"
CARAPICUIBA (CIDADE ARISTON),OSASCO (CENTRO),como eu vou de carapicuiba para osso?
CARAPICUIBA (CIDADE ARISTON),OSASCO (CENTRO),to em carapicuiba e quero saber como ir de la para o osasco.
CARAPICUIBA (CIDADE ARISTON),OSASCO (CENTRO),to em carapicuiba e queria saber como ir do meu lugar ate o osasco.
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SANTO ANDRE(TERMINAL METROPOLITANO SANTO ANDRE OESTE),como eu chego do terminal metropolitano sao mateus ate o terminal metropolitano santo andre?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SANTO ANDRE(TERMINAL METROPOLITANO SANTO ANDRE OESTE),como eu vou do terminal metropolitano sao mateus para o terminal metropolitano santo andre?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SANTO ANDRE(TERMINAL METROPOLITANO SANTO ANDRE OESTE),como eu vou do terminal metropolitano sao mateus para o terminal metropolitano santo andre?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SAO BERNARDO DO CAMPO (SHOPPING METROPOLE),como eu faco pra ir do terminal metropolitano sao mateus para o shopping metropole?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SAO BERNARDO DO CAMPO (SHOPPING METROPOLE),como eu faco para ir do terminal metropolitano sao mateus para o shopping metropolitano sao bernardo?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SAO BERNARDO DO CAMPO (SHOPPING METROPOLE),como eu faco pra ir do terminal metropolitano sao mateus para o shopping metropole?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SAO BERNARDO DO CAMPO  (TERMINAL METROPOLITANO FERRAZOPOLIS),como eu faco pra ir do terminal metropolitano sao mateus para o terminal metropolitano fazenda sao bernardo?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SAO BERNARDO DO CAMPO  (TERMINAL METROPOLITANO FERRAZOPOLIS),como eu chego do terminal metropolitano sao mateus em sao bernardo do campo?
SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS),SAO BERNARDO DO CAMPO  (TERMINAL METROPOLITANO FERRAZOPOLIS),como eu faco pra ir do terminal metropolitano sao mateus pra sao bernardo do campo?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),como eu vou do terminal metropolitano santo andre oeste ate o terminal ferroviario de sao bernardo do campo?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),como eu vou do santo andre oeste ate o sao bernardo do campo?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),como eu vou do terminal metropolitano santa andre oeste ate o terminal ferroviario do zoio?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco pra ir do santo andre oeste ate o terminal demar?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco pra ir do santo andre oeste pra diaema?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu vou do terminal metropolitano santo andre oeste ate o terminal metropolitano diadema oeste?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),como eu vou do terminal metropolitano santa andre oeste ate o terminal metropolitano diamera?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),como eu chego do terminal metropolitano santa andre oeste ate o terminal metropolitano diademes?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE),DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),como eu faco pra ir do terminal metropolitano santa andre oeste pra diomas?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu chego do terminal metropolitano santa andre este ate o terminal metropolitano diadem?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu chego do terminal metropolitano de santo andre ao terminal diaema?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),DIADEMA (TERMINAL METROPOLITANO DIADEMA),como eu faco para ir do terminal metropolitano santo andre leste para o terminal diaema?
SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu faco pra ir do terminal ferroapolis pra jabaquara?
SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu vou do terminal ferroazul pra jabaquara?
SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu vou do terminal ferroapolis para o terminal jabaquara?
SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),como eu vou do terminal ferroypolis pra diema?
SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),como eu chego do terminal metro fernao silva ate o terminal metro pirapora?
SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS),DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),como eu vou do terminal ferroypolis para o terminal piraporinha?
DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu faco para ir do terminal metropolitano pirapora para o terminal metropolitano jabaquara?
DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu vou do terminal metropolitano pirapora para o terminal metropolitano jabaquara?
DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu faco pra ir do terminal metropolitano pirapora pra sao paulo?
DIADEMA (TERMINAL METROPOLITANO DIADEMA),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu vou do terminal metro diadema para o terminal metro jabaquara?
DIADEMA (TERMINAL METROPOLITANO DIADEMA),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu vou do terminal metropolitano diadema pra sao paulo?
DIADEMA (TERMINAL METROPOLITANO DIADEMA),SAO PAULO (TERMINAL METROPOLITANO JABAQUARA),como eu chego do terminal metropolitano diaema ate o terminal metropolitano jabaquara?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu chego da jardim nossa senhora de fatima para a residencial burle marx?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou de jandira para santana de parnaiba?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou de jandira para santana de parnaiba?
ITAPEVI (JARDIM BELA VISTA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu faco pra ir do itapevi para santana de paranaiba?
ITAPEVI (JARDIM BELA VISTA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do itapevi para santana de parana?
ITAPEVI (JARDIM BELA VISTA),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do itapevi para santana de paranaiba?
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),to em guarulhos (jardim angelica) e quero saber como ir para sao paulo.
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir de la para sao paulo.
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),como eu faco para ir de guarulhos para sao paulo?
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),como eu vou do guarulhos para o sao paulo?
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir para sao paulo.
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),to em guarulhos (jardim angelica) e quero saber como ir para sao paulo.
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (ESTACAO CPTM GUAIANAZES),como eu faco pra ir do terminal rodoviario pedro fava pra sao paulo?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (ESTACAO CPTM GUAIANAZES),como eu faco para ir do terminal rodoviario pedro fava para o estacao capitana guainazenses?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (ESTACAO CPTM GUAIANAZES),como eu chego do terminal rodoviario pedro fava para o estacao cptm guarantinacoes?
COTIA (CAUCAIA DO ALTO),SAO PAULO (METRO MORUMBI),to em cotia (caucaia do alto) e quero saber como ir pra sao paulo.
COTIA (CAUCAIA DO ALTO),SAO PAULO (METRO MORUMBI),como eu vou de cotia para o metro morumbi?
COTIA (CAUCAIA DO ALTO),SAO PAULO (METRO MORUMBI),to em cotia (caucaia do alto) e quero saber como ir pra sao paulo.
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),to em taboao da serra e quero saber como ir do jardim sao judas tadeu pra sao paulo.
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu faco pra ir do taboao da serra ate o sao paulo?
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu vou do taboao da serra para o metro vila sonia?
ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO),ITAQUAQUECETUBA (JARDIM PINHEIRINHO),como eu vou do terminal urbano engenheiro manoel feio ate o jardim pinheirinho?
ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO),ITAQUAQUECETUBA (JARDIM PINHEIRINHO),como eu chego do terminal urbano engenheiro manoel feio ate o jardim pinheirinho?
ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO),ITAQUAQUECETUBA (JARDIM PINHEIRINHO),como eu vou do terminal urbano engenheiro manoel feio para o jardim pinheirinho?
